Updated On,State,First Dose Administered,Second Dose Administered,Total Doses Administered
2021-05-18,Nagaland,191742.0,51819.0,243561.0
2021-01-16,Odisha,3420.0,0.0,3420.0
2021-01-17,Odisha,3536.0,0.0,3536.0
2021-01-18,Odisha,7591.0,0.0,7591.0
2021-01-19,Odisha,14807.0,0.0,14807.0
2021-02-01,Odisha,159914.0,0.0,159914.0
2021-02-02,Odisha,161078.0,0.0,161078.0
2021-02-03,Odisha,165753.0,0.0,165753.0
2021-02-04,Odisha,186187.0,0.0,186187.0
2021-02-05,Odisha,190943.0,0.0,190943.0
2021-02-06,Odisha,220401.0,0.0,220401.0
2021-02-07,Odisha,223714.0,0.0,223714.0
2021-02-08,Odisha,255650.0,0.0,255650.0
2021-02-09,Odisha,282491.0,0.0,282491.0
2021-02-10,Odisha,316166.0,0.0,316166.0
2021-02-11,Odisha,334559.0,0.0,334559.0
2021-02-12,Odisha,350417.0,0.0,350417.0
2021-02-13,Odisha,360203.0,3.0,360206.0
2021-02-14,Odisha,360676.0,3.0,360679.0
2021-02-15,Odisha,370662.0,6416.0,377078.0
2021-02-16,Odisha,373167.0,7035.0,380202.0
2021-02-17,Odisha,380869.0,11636.0,392505.0
2021-02-18,Odisha,373908.0,34080.0,407988.0
2021-02-19,Odisha,414702.0,47874.0,462576.0
2021-03-01,Odisha,440537.0,133291.0,573828.0
2021-03-02,Odisha,469228.0,139725.0,608953.0
2021-03-03,Odisha,493470.0,142878.0,636348.0
2021-03-04,Odisha,525756.0,152414.0,678170.0
2021-03-05,Odisha,548018.0,157089.0,705107.0
2021-03-06,Odisha,579310.0,165255.0,744565.0
2021-03-07,Odisha,582986.0,166091.0,749077.0
2021-03-08,Odisha,628602.0,191726.0,820328.0
2021-03-09,Odisha,494050.0,213139.0,707189.0
2021-03-10,Odisha,522145.0,228806.0,750951.0
2021-03-11,Odisha,527341.0,231518.0,758859.0
2021-03-12,Odisha,570575.0,254450.0,825025.0
2021-03-13,Odisha,614739.0,268629.0,883368.0
2021-03-14,Odisha,620914.0,269390.0,890304.0
2021-03-15,Odisha,693949.0,286733.0,980682.0
2021-03-16,Odisha,972659.0,297737.0,1270396.0
2021-03-17,Odisha,1076777.0,304118.0,1380895.0
2021-03-18,Odisha,1161063.0,310575.0,1471638.0
2021-03-19,Odisha,1247971.0,317050.0,1565021.0
2021-04-01,Odisha,2010503.0,372636.0,2383139.0
2021-04-02,Odisha,2216025.0,384788.0,2600813.0
2021-04-03,Odisha,2393427.0,394712.0,2788139.0
2021-04-04,Odisha,2663583.0,405771.0,3069354.0
2021-04-05,Odisha,2793731.0,414521.0,3208252.0
2021-04-06,Odisha,2952028.0,423879.0,3375907.0
2021-04-07,Odisha,3129687.0,436165.0,3565852.0
2021-04-08,Odisha,3311254.0,451846.0,3763100.0
2021-04-09,Odisha,3480440.0,470074.0,3950514.0
2021-04-10,Odisha,3604413.0,483546.0,4087959.0
2021-04-11,Odisha,3715949.0,494670.0,4210619.0
2021-04-12,Odisha,3839733.0,512058.0,4351791.0
2021-04-13,Odisha,3919536.0,521861.0,4441397.0
2021-04-14,Odisha,3991742.0,534834.0,4526576.0
2021-04-15,Odisha,4111307.0,563836.0,4675143.0
2021-04-16,Odisha,4205256.0,586690.0,4791946.0
2021-04-17,Odisha,4260933.0,603036.0,4863969.0
2021-04-18,Odisha,4310037.0,618582.0,4928619.0
2021-04-19,Odisha,4409637.0,658434.0,5068071.0
2021-05-01,Odisha,4938147.0,933579.0,5871726.0
2021-05-02,Odisha,4939787.0,934550.0,5874337.0
2021-05-03,Odisha,4958904.0,961340.0,5920244.0
2021-05-04,Odisha,4974065.0,976965.0,5951030.0
2021-05-05,Odisha,4987030.0,988163.0,5975193.0
2021-05-06,Odisha,5006410.0,1021949.0,6028359.0
2021-05-07,Odisha,5032726.0,1082701.0,6115427.0
2021-05-08,Odisha,5056397.0,1134109.0,6190506.0
2021-05-09,Odisha,5060884.0,1138519.0,6199403.0
2021-05-10,Odisha,5094833.0,1249181.0,6344014.0
2021-05-11,Odisha,5135650.0,1321616.0,6457266.0
2021-05-12,Odisha,5170331.0,1352333.0,6522664.0
2021-05-13,Odisha,5202998.0,1372982.0,6575980.0
2021-05-14,Odisha,5229023.0,1396220.0,6625243.0
2021-05-15,Odisha,5256185.0,1405377.0,6661562.0
2021-05-16,Odisha,5257596.0,1405391.0,6662987.0
2021-05-17,Odisha,5310623.0,1412924.0,6723547.0
2021-05-18,Odisha,5410278.0,1419994.0,6830272.0
2021-01-16,Puducherry,92.0,0.0,92.0
2021-01-17,Puducherry,92.0,0.0,92.0
2021-01-18,Puducherry,128.0,0.0,128.0
2021-01-19,Puducherry,249.0,0.0,249.0
2021-02-01,Puducherry,2316.0,0.0,2316.0
2021-02-02,Puducherry,2472.0,0.0,2472.0
2021-02-03,Puducherry,2640.0,0.0,2640.0
2021-02-04,Puducherry,2640.0,0.0,2640.0
2021-02-05,Puducherry,2984.0,0.0,2984.0
2021-02-06,Puducherry,2984.0,0.0,2984.0
2021-02-07,Puducherry,2984.0,0.0,2984.0
2021-02-08,Puducherry,3326.0,0.0,3326.0
2021-02-09,Puducherry,3728.0,0.0,3728.0
2021-02-10,Puducherry,4135.0,0.0,4135.0
2021-02-11,Puducherry,4144.0,0.0,4144.0
2021-02-12,Puducherry,4740.0,0.0,4740.0
2021-02-13,Puducherry,5243.0,68.0,5311.0
2021-02-14,Puducherry,5243.0,68.0,5311.0
2021-02-15,Puducherry,5784.0,190.0,5974.0
2021-02-16,Puducherry,6197.0,305.0,6502.0
2021-02-17,Puducherry,6715.0,357.0,7072.0
2021-02-18,Puducherry,7023.0,410.0,7433.0
2021-02-19,Puducherry,8264.0,599.0,8863.0
2021-03-01,Puducherry,10049.0,1205.0,11254.0
2021-03-02,Puducherry,10508.0,1404.0,11912.0
2021-03-03,Puducherry,11468.0,1619.0,13087.0
2021-03-04,Puducherry,12632.0,1717.0,14349.0
2021-03-05,Puducherry,13862.0,1971.0,15833.0
2021-03-06,Puducherry,14965.0,2216.0,17181.0
2021-03-07,Puducherry,14969.0,2217.0,17186.0
2021-03-08,Puducherry,16432.0,2408.0,18840.0
2021-03-09,Puducherry,15179.0,2761.0,17940.0
2021-03-10,Puducherry,16605.0,3005.0,19610.0
2021-03-11,Puducherry,18039.0,3193.0,21232.0
2021-03-12,Puducherry,19243.0,3464.0,22707.0
2021-03-13,Puducherry,20730.0,3761.0,24491.0
2021-03-14,Puducherry,20768.0,3763.0,24531.0
2021-03-15,Puducherry,22703.0,3991.0,26694.0
2021-03-16,Puducherry,27876.0,4260.0,32136.0
2021-03-17,Puducherry,32194.0,4475.0,36669.0
2021-03-18,Puducherry,34800.0,4818.0,39618.0
2021-03-19,Puducherry,36968.0,5224.0,42192.0
2021-04-01,Puducherry,69782.0,7309.0,77091.0
2021-04-02,Puducherry,70861.0,7485.0,78346.0
2021-04-03,Puducherry,74261.0,7679.0,81940.0
2021-04-04,Puducherry,75948.0,7797.0,83745.0
2021-04-05,Puducherry,77297.0,8007.0,85304.0
2021-04-06,Puducherry,77736.0,8091.0,85827.0
2021-04-07,Puducherry,79066.0,8300.0,87366.0
2021-04-08,Puducherry,81449.0,8724.0,90173.0
2021-04-09,Puducherry,83995.0,9175.0,93170.0
2021-04-10,Puducherry,87196.0,9615.0,96811.0
2021-04-11,Puducherry,93853.0,9767.0,103620.0
2021-04-12,Puducherry,104283.0,10342.0,114625.0
2021-04-13,Puducherry,118447.0,10868.0,129315.0
2021-04-14,Puducherry,127116.0,11111.0,138227.0
2021-04-15,Puducherry,136506.0,11957.0,148463.0
2021-04-16,Puducherry,144696.0,12872.0,157568.0
2021-04-17,Puducherry,150119.0,13719.0,163838.0
2021-04-18,Puducherry,151720.0,14000.0,165720.0
2021-04-19,Puducherry,153689.0,15057.0,168746.0
2021-05-01,Puducherry,170421.0,29147.0,199568.0
2021-05-02,Puducherry,170746.0,29354.0,200100.0
2021-05-03,Puducherry,171878.0,30915.0,202793.0
2021-05-04,Puducherry,172686.0,32174.0,204860.0
2021-05-05,Puducherry,173767.0,34007.0,207774.0
2021-05-06,Puducherry,174826.0,36084.0,210910.0
2021-05-07,Puducherry,175852.0,38195.0,214047.0
2021-05-08,Puducherry,176721.0,40037.0,216758.0
2021-05-09,Puducherry,176917.0,40352.0,217269.0
2021-05-10,Puducherry,178079.0,42808.0,220887.0
2021-05-11,Puducherry,178838.0,44552.0,223390.0
2021-05-12,Puducherry,179489.0,45998.0,225487.0
2021-05-13,Puducherry,180489.0,47763.0,228252.0
2021-05-14,Puducherry,181667.0,49182.0,230849.0
2021-05-15,Puducherry,183038.0,50455.0,233493.0
2021-05-16,Puducherry,183604.0,50503.0,234107.0
2021-05-17,Puducherry,184667.0,50644.0,235311.0
2021-05-18,Puducherry,185565.0,50715.0,236280.0
2021-01-16,Punjab,336.0,0.0,336.0
2021-01-17,Punjab,338.0,0.0,338.0
2021-01-18,Punjab,678.0,0.0,678.0
2021-01-19,Punjab,1529.0,0.0,1529.0
2021-02-01,Punjab,47903.0,0.0,47903.0
2021-02-02,Punjab,49663.0,0.0,49663.0
2021-02-03,Punjab,52241.0,0.0,52241.0
2021-02-04,Punjab,56208.0,0.0,56208.0
2021-02-05,Punjab,60878.0,0.0,60878.0
2021-02-06,Punjab,64399.0,0.0,64399.0
2021-02-07,Punjab,64401.0,0.0,64401.0
2021-02-08,Punjab,70250.0,0.0,70250.0
2021-02-09,Punjab,75851.0,0.0,75851.0
2021-02-10,Punjab,80350.0,0.0,80350.0
2021-02-11,Punjab,85911.0,0.0,85911.0
2021-02-12,Punjab,90012.0,0.0,90012.0
2021-02-13,Punjab,91988.0,62.0,92050.0
2021-02-14,Punjab,91988.0,62.0,92050.0
2021-02-15,Punjab,96153.0,1028.0,97181.0
2021-02-16,Punjab,100270.0,1988.0,102258.0
2021-02-17,Punjab,103601.0,2678.0,106279.0
2021-02-18,Punjab,102775.0,4974.0,107749.0
2021-02-19,Punjab,113959.0,8567.0,122526.0
2021-03-01,Punjab,149199.0,32494.0,181693.0
2021-03-02,Punjab,163048.0,35973.0,199021.0
2021-03-03,Punjab,173112.0,38350.0,211462.0
2021-03-04,Punjab,183847.0,40539.0,224386.0
2021-03-05,Punjab,197223.0,43277.0,240500.0
2021-03-06,Punjab,208515.0,45832.0,254347.0
2021-03-07,Punjab,209935.0,45923.0,255858.0
2021-03-08,Punjab,226539.0,49220.0,275759.0
2021-03-09,Punjab,193804.0,53035.0,246839.0
2021-03-10,Punjab,207008.0,56324.0,263332.0
2021-03-11,Punjab,212869.0,56860.0,269729.0
2021-03-12,Punjab,228580.0,61403.0,289983.0
2021-03-13,Punjab,243904.0,64663.0,308567.0
2021-03-14,Punjab,246290.0,64758.0,311048.0
2021-03-15,Punjab,266837.0,68807.0,335644.0
2021-03-16,Punjab,338578.0,72502.0,411080.0
2021-03-17,Punjab,390818.0,75285.0,466103.0
2021-03-18,Punjab,417939.0,78402.0,496341.0
2021-03-19,Punjab,448570.0,81687.0,530257.0
2021-04-01,Punjab,892880.0,111541.0,1004421.0
2021-04-02,Punjab,961706.0,115125.0,1076831.0
2021-04-03,Punjab,1033601.0,118913.0,1152514.0
2021-04-04,Punjab,1116418.0,121556.0,1237974.0
2021-04-05,Punjab,1184561.0,125691.0,1310252.0
2021-04-06,Punjab,1226129.0,128042.0,1354171.0
2021-04-07,Punjab,1334736.0,134551.0,1469287.0
2021-04-08,Punjab,1430914.0,139949.0,1570863.0
2021-04-09,Punjab,1526823.0,145702.0,1672525.0
2021-04-10,Punjab,1618233.0,151307.0,1769540.0
2021-04-11,Punjab,1690799.0,154115.0,1844914.0
2021-04-12,Punjab,1776693.0,161989.0,1938682.0
2021-04-13,Punjab,1835859.0,166491.0,2002350.0
2021-04-14,Punjab,1907408.0,172918.0,2080326.0
2021-04-15,Punjab,1981682.0,183327.0,2165009.0
2021-04-16,Punjab,2066797.0,194556.0,2261353.0
2021-04-17,Punjab,2145690.0,206557.0,2352247.0
2021-04-18,Punjab,2205031.0,213040.0,2418071.0
2021-04-19,Punjab,2279891.0,227629.0,2507520.0
2021-05-01,Punjab,3022501.0,443115.0,3465616.0
2021-05-02,Punjab,3047712.0,450812.0,3498524.0
2021-05-03,Punjab,3073058.0,462020.0,3535078.0
2021-05-04,Punjab,3087605.0,468395.0,3556000.0
2021-05-05,Punjab,3137052.0,498985.0,3636037.0
2021-05-06,Punjab,3189159.0,528866.0,3718025.0
2021-05-07,Punjab,3234007.0,556961.0,3790968.0
2021-05-08,Punjab,3273867.0,585874.0,3859741.0
2021-05-09,Punjab,3298768.0,602029.0,3900797.0
2021-05-10,Punjab,3343731.0,638130.0,3981861.0
2021-05-11,Punjab,3392970.0,672384.0,4065354.0
2021-05-12,Punjab,3430867.0,686851.0,4117718.0
2021-05-13,Punjab,3460222.0,697346.0,4157568.0
2021-05-14,Punjab,3474171.0,702112.0,4176283.0
2021-05-15,Punjab,3488899.0,706267.0,4195166.0
2021-05-16,Punjab,3493453.0,707219.0,4200672.0
2021-05-17,Punjab,3500885.0,708884.0,4209769.0
2021-05-18,Punjab,3506609.0,711403.0,4218012.0
2021-01-16,Rajasthan,3285.0,0.0,3285.0
2021-01-17,Rajasthan,3455.0,0.0,3455.0
2021-01-18,Rajasthan,4037.0,0.0,4037.0
2021-01-19,Rajasthan,13022.0,0.0,13022.0
2021-02-01,Rajasthan,313321.0,0.0,313321.0
2021-02-02,Rajasthan,319352.0,0.0,319352.0
2021-02-03,Rajasthan,343265.0,0.0,343265.0
2021-02-04,Rajasthan,364452.0,0.0,364452.0
2021-02-05,Rajasthan,392138.0,0.0,392138.0
2021-02-06,Rajasthan,434782.0,0.0,434782.0
2021-02-07,Rajasthan,436384.0,0.0,436384.0
2021-02-08,Rajasthan,462139.0,0.0,462139.0
2021-02-09,Rajasthan,467360.0,0.0,467360.0
2021-02-10,Rajasthan,534459.0,0.0,534459.0
2021-02-11,Rajasthan,566165.0,0.0,566165.0
2021-02-12,Rajasthan,582386.0,0.0,582386.0
2021-02-13,Rajasthan,585570.0,0.0,585570.0
2021-02-14,Rajasthan,586110.0,0.0,586110.0
2021-02-15,Rajasthan,603314.0,8179.0,611493.0
2021-02-16,Rajasthan,612615.0,13866.0,626481.0
2021-02-17,Rajasthan,732921.0,14561.0,747482.0
2021-02-18,Rajasthan,717526.0,14879.0,732405.0
2021-02-19,Rajasthan,772221.0,18015.0,790236.0
2021-03-01,Rajasthan,789480.0,220942.0,1010422.0
2021-03-02,Rajasthan,963857.0,250003.0,1213860.0
2021-03-03,Rajasthan,1160351.0,263418.0,1423769.0
2021-03-04,Rajasthan,1256310.0,276049.0,1532359.0
2021-03-05,Rajasthan,1486399.0,297090.0,1783489.0
2021-03-06,Rajasthan,1704633.0,319420.0,2024053.0
2021-03-07,Rajasthan,1716982.0,320170.0,2037152.0
2021-03-08,Rajasthan,1888485.0,337125.0,2225610.0
2021-03-09,Rajasthan,1603603.0,356892.0,1960495.0
2021-03-10,Rajasthan,1685982.0,399430.0,2085412.0
2021-03-11,Rajasthan,1689250.0,400516.0,2089766.0
2021-03-12,Rajasthan,1834674.0,429284.0,2263958.0
2021-03-13,Rajasthan,2002259.0,444251.0,2446510.0
2021-03-14,Rajasthan,2011583.0,444573.0,2456156.0
2021-03-15,Rajasthan,2190626.0,458420.0,2649046.0
2021-03-16,Rajasthan,2751567.0,471429.0,3222996.0
2021-03-17,Rajasthan,3045459.0,579304.0,3624763.0
2021-03-18,Rajasthan,3093912.0,592487.0,3686399.0
2021-03-19,Rajasthan,3315225.0,621734.0,3936959.0
2021-04-01,Rajasthan,5013880.0,726420.0,5740300.0
2021-04-02,Rajasthan,5313549.0,766501.0,6080050.0
2021-04-03,Rajasthan,5568003.0,801886.0,6369889.0
2021-04-04,Rajasthan,5958784.0,843485.0,6802269.0
2021-04-05,Rajasthan,6257503.0,883341.0,7140844.0
2021-04-06,Rajasthan,6542132.0,914100.0,7456232.0
2021-04-07,Rajasthan,7175412.0,973709.0,8149121.0
2021-04-08,Rajasthan,7767712.0,1034865.0,8802577.0
2021-04-09,Rajasthan,8164413.0,1078051.0,9242464.0
2021-04-10,Rajasthan,8448722.0,1114875.0,9563597.0
2021-04-11,Rajasthan,8581755.0,1133804.0,9715559.0
2021-04-12,Rajasthan,8758751.0,1165625.0,9924376.0
2021-04-13,Rajasthan,8885930.0,1194329.0,10080259.0
2021-04-14,Rajasthan,8996238.0,1227364.0,10223602.0
2021-04-15,Rajasthan,9093355.0,1264332.0,10357687.0
2021-04-16,Rajasthan,9206593.0,1316093.0,10522686.0
2021-04-17,Rajasthan,9330653.0,1365602.0,10696255.0
2021-04-18,Rajasthan,9457932.0,1425240.0,10883172.0
2021-04-19,Rajasthan,9659550.0,1530556.0,11190106.0
2021-05-01,Rajasthan,10835900.0,2248409.0,13084309.0
2021-05-02,Rajasthan,10894243.0,2279166.0,13173409.0
2021-05-03,Rajasthan,11008158.0,2342911.0,13351069.0
2021-05-04,Rajasthan,11108037.0,2389145.0,13497182.0
2021-05-05,Rajasthan,11195379.0,2430943.0,13626322.0
2021-05-06,Rajasthan,11266670.0,2470249.0,13736919.0
2021-05-07,Rajasthan,11346992.0,2544501.0,13891493.0
2021-05-08,Rajasthan,11435174.0,2651419.0,14086593.0
2021-05-09,Rajasthan,11498654.0,2679337.0,14177991.0
2021-05-10,Rajasthan,11636945.0,2737217.0,14374162.0
2021-05-11,Rajasthan,11777805.0,2848855.0,14626660.0
2021-05-12,Rajasthan,11907840.0,2903679.0,14811519.0
2021-05-13,Rajasthan,11987039.0,2947473.0,14934512.0
2021-05-14,Rajasthan,12027499.0,2964450.0,14991949.0
2021-05-15,Rajasthan,12151403.0,2984079.0,15135482.0
2021-05-16,Rajasthan,12264148.0,2985800.0,15249948.0
2021-05-17,Rajasthan,12424705.0,2990223.0,15414928.0
2021-05-18,Rajasthan,12550082.0,2994735.0,15544817.0
2021-01-16,Sikkim,7.0,0.0,7.0
2021-01-17,Sikkim,7.0,0.0,7.0
2021-01-18,Sikkim,7.0,0.0,7.0
2021-01-19,Sikkim,38.0,0.0,38.0
2021-02-01,Sikkim,1855.0,0.0,1855.0
2021-02-02,Sikkim,2336.0,0.0,2336.0
2021-02-03,Sikkim,3084.0,0.0,3084.0
2021-02-04,Sikkim,3923.0,0.0,3923.0
2021-02-05,Sikkim,4857.0,0.0,4857.0
2021-02-06,Sikkim,5089.0,0.0,5089.0
2021-02-07,Sikkim,5090.0,0.0,5090.0
2021-02-08,Sikkim,5726.0,0.0,5726.0
2021-02-09,Sikkim,6653.0,0.0,6653.0
2021-02-10,Sikkim,7478.0,0.0,7478.0
2021-02-11,Sikkim,8022.0,0.0,8022.0
2021-02-12,Sikkim,8041.0,0.0,8041.0
2021-02-13,Sikkim,8042.0,0.0,8042.0
2021-02-14,Sikkim,8042.0,0.0,8042.0
2021-02-15,Sikkim,8252.0,0.0,8252.0
2021-02-16,Sikkim,8849.0,157.0,9006.0
2021-02-17,Sikkim,9463.0,251.0,9714.0
2021-02-18,Sikkim,9981.0,358.0,10339.0
2021-02-19,Sikkim,11296.0,697.0,11993.0
2021-03-01,Sikkim,17647.0,1465.0,19112.0
2021-03-02,Sikkim,18890.0,2101.0,20991.0
2021-03-03,Sikkim,20235.0,2367.0,22602.0
2021-03-04,Sikkim,21853.0,2769.0,24622.0
2021-03-05,Sikkim,23624.0,3822.0,27446.0
2021-03-06,Sikkim,25221.0,4256.0,29477.0
2021-03-07,Sikkim,25221.0,4256.0,29477.0
2021-03-08,Sikkim,27834.0,5204.0,33038.0
2021-03-09,Sikkim,24975.0,5940.0,30915.0
2021-03-10,Sikkim,28118.0,6511.0,34629.0
2021-03-11,Sikkim,31053.0,7308.0,38361.0
2021-03-12,Sikkim,33511.0,7585.0,41096.0
2021-03-13,Sikkim,33766.0,7585.0,41351.0
2021-03-14,Sikkim,33766.0,7585.0,41351.0
2021-03-15,Sikkim,36344.0,7863.0,44207.0
2021-03-16,Sikkim,42816.0,8138.0,50954.0
2021-03-17,Sikkim,46124.0,8507.0,54631.0
2021-03-18,Sikkim,48290.0,9022.0,57312.0
2021-03-19,Sikkim,50370.0,9519.0,59889.0
2021-04-01,Sikkim,64678.0,12636.0,77314.0
2021-04-02,Sikkim,65631.0,12662.0,78293.0
2021-04-03,Sikkim,66218.0,12662.0,78880.0
2021-04-04,Sikkim,66530.0,12662.0,79192.0
2021-04-05,Sikkim,69217.0,12842.0,82059.0
2021-04-06,Sikkim,72723.0,13024.0,85747.0
2021-04-07,Sikkim,80892.0,13534.0,94426.0
2021-04-08,Sikkim,90081.0,14392.0,104473.0
2021-04-09,Sikkim,97386.0,15028.0,112414.0
2021-04-10,Sikkim,99963.0,15238.0,115201.0
2021-04-11,Sikkim,101795.0,15376.0,117171.0
2021-04-12,Sikkim,109886.0,15945.0,125831.0
2021-04-13,Sikkim,118962.0,16493.0,135455.0
2021-04-14,Sikkim,124532.0,17245.0,141777.0
2021-04-15,Sikkim,130118.0,18437.0,148555.0
2021-04-16,Sikkim,135490.0,19751.0,155241.0
2021-04-17,Sikkim,139394.0,20729.0,160123.0
2021-04-18,Sikkim,140119.0,20939.0,161058.0
2021-04-19,Sikkim,143952.0,22657.0,166609.0
2021-05-01,Sikkim,161364.0,43596.0,204960.0
2021-05-02,Sikkim,161376.0,43614.0,204990.0
2021-05-03,Sikkim,162016.0,45738.0,207754.0
2021-05-04,Sikkim,162666.0,47615.0,210281.0
2021-05-05,Sikkim,163194.0,49494.0,212688.0
2021-05-06,Sikkim,164073.0,51383.0,215456.0
2021-05-07,Sikkim,164598.0,53770.0,218368.0
2021-05-08,Sikkim,164772.0,54369.0,219141.0
2021-05-09,Sikkim,164805.0,54507.0,219312.0
2021-05-10,Sikkim,165201.0,56047.0,221248.0
2021-05-11,Sikkim,165440.0,57008.0,222448.0
2021-05-12,Sikkim,165669.0,57485.0,223154.0
2021-05-13,Sikkim,165948.0,59036.0,224984.0
2021-05-14,Sikkim,166119.0,59583.0,225702.0
2021-05-15,Sikkim,166200.0,59594.0,225794.0
2021-05-16,Sikkim,166562.0,59594.0,226156.0
2021-05-17,Sikkim,167276.0,59615.0,226891.0
2021-05-18,Sikkim,168003.0,59619.0,227622.0
2021-01-16,Tamil Nadu,1167.0,0.0,1167.0
2021-01-17,Tamil Nadu,1745.0,0.0,1745.0
2021-01-18,Tamil Nadu,2861.0,0.0,2861.0
2021-01-19,Tamil Nadu,6154.0,0.0,6154.0
2021-02-01,Tamil Nadu,85002.0,0.0,85002.0
2021-02-02,Tamil Nadu,91094.0,0.0,91094.0
2021-02-03,Tamil Nadu,98750.0,0.0,98750.0
2021-02-04,Tamil Nadu,107904.0,0.0,107904.0
2021-02-05,Tamil Nadu,116857.0,0.0,116857.0
2021-02-06,Tamil Nadu,126381.0,0.0,126381.0
2021-02-07,Tamil Nadu,127289.0,0.0,127289.0
2021-02-08,Tamil Nadu,139024.0,0.0,139024.0
2021-02-09,Tamil Nadu,150915.0,0.0,150915.0
2021-02-10,Tamil Nadu,162412.0,0.0,162412.0
2021-02-11,Tamil Nadu,173368.0,0.0,173368.0
2021-02-12,Tamil Nadu,184565.0,0.0,184565.0
2021-02-13,Tamil Nadu,195203.0,667.0,195870.0
2021-02-14,Tamil Nadu,195796.0,671.0,196467.0
2021-02-15,Tamil Nadu,203921.0,1176.0,205097.0
2021-02-16,Tamil Nadu,213823.0,2141.0,215964.0
2021-02-17,Tamil Nadu,224158.0,3579.0,227737.0
2021-02-18,Tamil Nadu,228388.0,6024.0,234412.0
2021-02-19,Tamil Nadu,246203.0,10185.0,256388.0
2021-03-01,Tamil Nadu,284640.0,35326.0,319966.0
2021-03-02,Tamil Nadu,315543.0,42057.0,357600.0
2021-03-03,Tamil Nadu,353429.0,47077.0,400506.0
2021-03-04,Tamil Nadu,404222.0,51387.0,455609.0
2021-03-05,Tamil Nadu,474441.0,57713.0,532154.0
2021-03-06,Tamil Nadu,554443.0,65172.0,619615.0
2021-03-07,Tamil Nadu,579008.0,67333.0,646341.0
2021-03-08,Tamil Nadu,658443.0,73749.0,732192.0
2021-03-09,Tamil Nadu,651487.0,81977.0,733464.0
2021-03-10,Tamil Nadu,729539.0,90669.0,820208.0
2021-03-11,Tamil Nadu,805176.0,100118.0,905294.0
2021-03-12,Tamil Nadu,887006.0,109541.0,996547.0
2021-03-13,Tamil Nadu,967045.0,119572.0,1086617.0
2021-03-14,Tamil Nadu,987144.0,121140.0,1108284.0
2021-03-15,Tamil Nadu,1075960.0,129543.0,1205503.0
2021-03-16,Tamil Nadu,1282816.0,141027.0,1423843.0
2021-03-17,Tamil Nadu,1429800.0,151758.0,1581558.0
2021-03-18,Tamil Nadu,1533516.0,161823.0,1695339.0
2021-03-19,Tamil Nadu,1642080.0,172869.0,1814949.0
2021-04-01,Tamil Nadu,2703180.0,262132.0,2965312.0
2021-04-02,Tamil Nadu,2774534.0,272370.0,3046904.0
2021-04-03,Tamil Nadu,2821427.0,280462.0,3101889.0
2021-04-04,Tamil Nadu,2855222.0,286662.0,3141884.0
2021-04-05,Tamil Nadu,2892174.0,294913.0,3187087.0
2021-04-06,Tamil Nadu,2918808.0,300551.0,3219359.0
2021-04-07,Tamil Nadu,2967647.0,312890.0,3280537.0
2021-04-08,Tamil Nadu,3061151.0,339773.0,3400924.0
2021-04-09,Tamil Nadu,3166812.0,365634.0,3532446.0
2021-04-10,Tamil Nadu,3274164.0,391131.0,3665295.0
2021-04-11,Tamil Nadu,3316055.0,398627.0,3714682.0
2021-04-12,Tamil Nadu,3449290.0,430938.0,3880228.0
2021-04-13,Tamil Nadu,3565954.0,453372.0,4019326.0
2021-04-14,Tamil Nadu,3641043.0,469082.0,4110125.0
2021-04-15,Tamil Nadu,3801731.0,514054.0,4315785.0
2021-04-16,Tamil Nadu,3966587.0,562249.0,4528836.0
2021-04-17,Tamil Nadu,4063643.0,605401.0,4669044.0
2021-04-18,Tamil Nadu,4090953.0,619909.0,4710862.0
2021-04-19,Tamil Nadu,4147072.0,666304.0,4813376.0
2021-05-01,Tamil Nadu,4671707.0,1359177.0,6030884.0
2021-05-02,Tamil Nadu,4679335.0,1367080.0,6046415.0
2021-05-03,Tamil Nadu,4716835.0,1418409.0,6135244.0
2021-05-04,Tamil Nadu,4750360.0,1460306.0,6210666.0
2021-05-05,Tamil Nadu,4781479.0,1497583.0,6279062.0
2021-05-06,Tamil Nadu,4823176.0,1556012.0,6379188.0
2021-05-07,Tamil Nadu,4866561.0,1612269.0,6478830.0
2021-05-08,Tamil Nadu,4895451.0,1650810.0,6546261.0
2021-05-09,Tamil Nadu,4906062.0,1663852.0,6569914.0
2021-05-10,Tamil Nadu,4951333.0,1725504.0,6676837.0
2021-05-11,Tamil Nadu,4991388.0,1771235.0,6762623.0
2021-05-12,Tamil Nadu,5037596.0,1813810.0,6851406.0
2021-05-13,Tamil Nadu,5092140.0,1859169.0,6951309.0
2021-05-14,Tamil Nadu,5126070.0,1883860.0,7009930.0
2021-05-15,Tamil Nadu,5162834.0,1911232.0,7074066.0
2021-05-16,Tamil Nadu,5172965.0,1915211.0,7088176.0
2021-05-17,Tamil Nadu,5216811.0,1928889.0,7145700.0
2021-05-18,Tamil Nadu,5255610.0,1938953.0,7194563.0
2021-01-16,Telangana,317.0,0.0,317.0
2021-01-17,Telangana,437.0,0.0,437.0
2021-01-18,Telangana,2463.0,0.0,2463.0
2021-01-19,Telangana,11169.0,0.0,11169.0
2021-02-01,Telangana,95234.0,0.0,95234.0
2021-02-02,Telangana,96413.0,0.0,96413.0
2021-02-03,Telangana,103183.0,0.0,103183.0
2021-02-04,Telangana,114647.0,0.0,114647.0
2021-02-05,Telangana,121588.0,0.0,121588.0
